5419 HAVENHURST CIR,1510,38.786746,-121.209957
220 OLD AIRPORT RD,960,38.939802,-121.054575
4622 MEYER WAY,1559,38.64913,-121.310667
4885 SUMMIT VIEW DR,EL DORADO,95623,289000,38.673285,-120.879176
26 JEANROSS CT,2992,295000,38.473162,-121.491085
4800 MAPLEPLAIN AVE,2109,296000,38.432848,-121.449237
10629 BASIE WAY,1524,296056,38.579,-121.292627
8612 WILLOW GROVE WAY,297359,38.464994,-121.386962
62 DE FER CIR,1876,299940,38.49254,-121.463316
2513 OLD KENMARE RD,304000,38.847396,-121.259586
3253 ABOTO WAY,38.57727,-121.285591
3072 VILLAGE PLAZA DR,307000,38.773094,-121.365905
251 CHANGO CIR,2218,311328,38.68237,-121.539147
8205 WEYBURN CT,1394,313138,38.47316,-121.403893
8788 LA MARGARITA WAY,1410,316630,38.468185,-121.375694
5912 DEEPDALE WAY,3468,38.439565,-121.436606
4712 PISMO BEACH DR,2346,38.707705,-121.354153
4741 PACIFIC PARK DR,2347,325000,38.709299,-121.353056
310 GROTH CIR,1659,328578,38.638764,-121.531827
6121 WILD FOX CT,2442,38.406758,-121.431669
12241 CANYONLANDS DR,331500,38.557293,-121.217611
29 COOL FOUNTAIN CT,2155,340000,38.606906,-121.54132
907 RIO ROBLES AVE,344755,38.664765,-121.445006
8909 BILLFISH WAY,1810,345746,38.475433,-121.372584
6232 GUS WAY,2789,351000,38.388129,-121.43117
200 OAKWILDE ST,1606,353767,38.2535,-121.31812
1033 PARK STREAM DR,355000,38.287785,-121.289903
200 ALLAIRE CIR,2166,356035,38.68318,-121.53484
1322 SUTTER WALK,360000,38.53805,-121.5047
5479 NICKMAN WAY,360552,38.672966,-121.502748
2103 BURBERRY WAY,1800,362305,38.67342,-121.508542
2450 SAN JOSE WAY,1683,365000,38.553596,-121.459483
7641 ROSEHALL DR,367554,38.791617,-121.286147
1336 LAYSAN TEAL DR,368500,38.796121,-121.319963
2802 BLACK OAK DR,38.837006,-121.232024
2113 FALL TRAIL CT,371086,38.733155,-120.748039
10112 LAMBEAU CT,1179,378000,38.390328,-121.448022
6313 CASTRO VERDE WAY,383000,38.381102,-121.42901
3622 CURTIS DR,1639,388000,38.541735,-121.480098
11817 OPAL RIDGE WAY,3281,395100,38.551083,-121.237476
170 LAGOMARSINO WAY,1697,400000,38.574894,-121.435806
2743 DEAKIN PL,38.69288,-121.073551
3361 ALDER CANYON WAY,408431,38.727649,-121.385656
2148 RANCH VIEW DR,413000,38.837455,-121.289337
398 LINDLEY DR,1744,416767,38.622359,-121.457582
3013 BRIDLEWOOD DR,38.675519,-121.015862
169 BAURER CIR,423000,38.66695,-121.120729
2809 LOON CT,38.687072,-121.004729
1315 KONDOS AVE,1788,427500,38.571943,-121.492106
4966 CHARTER RD,1691,430922,38.82553,-121.254698
9516 LAGUNA LAKE WAY,2002,38.411258,-121.431348
5201 BLOSSOM RANCH DR,4303,38.399436,-121.444041
3027 PALMATE WAY,4246,452000,38.628955,-121.529269
500 WINCHESTER CT,2274,470000,38.73988,-121.248929
5746 GELSTON WAY,471000,38.677015,-121.034083
6935 ELM TREE LN,3056,475000,38.693041,-121.23294
9605 GOLF COURSE LN,2503,484500,38.409689,-121.446059
719 BAYWOOD CT,487500,38.647598,-121.077801
5954 TANUS CIR,488750,38.777585,-121.2036
100 CHELSEA CT,1905,500000,38.69435,-121.177259
1500 ORANGE HILL LN,PENRYN,95663,506688,38.862708,-121.162092
408 KIRKWOOD CT,512000,38.861615,-121.26869
1732 TUSCAN GROVE CIR,520000,38.796683,-121.342555
2049 EMPIRE MINE CIR,3037,528000,38.629299,-121.249021
9360 MAGOS RD,3741,579093,38.416809,-121.240628
104 CATLIN CT,2660,636000,38.684459,-121.145935
4734 GIBBONS DR,3357,668365,38.63558,-121.353639
4629 DORCHESTER LN,GRANITE BAY,95746,2896,676200,38.723545,-121.216025
2400 COUNTRYSIDE DR,2025,677048,38.737452,-120.910963
12901 FURLONG DR,3788,691659,38.413535,-121.188211
6222 CALLE MONTALVO CIR,3670,760000,38.779435,-121.146676
20 CRYSTALWOOD CIR,4897,38.885327,-121.289412
24 CRYSTALWOOD CIR,38.885132,-121.289405
28 CRYSTALWOOD CIR,38.884936,-121.289397
32 CRYSTALWOOD CIR,38.884741,-121.28939
36 CRYSTALWOOD CIR,38.884599,-121.289406
40 CRYSTALWOOD CIR,38.884535,-121.289619
44 CRYSTALWOOD CIR,38.88459,-121.289835
48 CRYSTALWOOD CIR,38.884667,-121.289896
52 CRYSTALWOOD CIR,38.88478,-121.289911
68 CRYSTALWOOD CIR,38.885236,-121.289928
72 CRYSTALWOOD CIR,38.88535,-121.289926
76 CRYSTALWOOD CIR,38.885464,-121.289922
80 CRYSTALWOOD CIR,38.885578,-121.289919
84 CRYSTALWOOD CIR,38.885692,-121.289915
88 CRYSTALWOOD CIR,38.885806,-121.289911
92 CRYSTALWOOD CIR,38.88592,-121.289908
96 CRYSTALWOOD CIR,38.886024,-121.289859
100 CRYSTALWOOD CIR,38.886091,-121.289744
434 1ST ST,38.88653,-121.289406
3 E ST,38.884692,-121.290288
11 E ST,38.884879,-121.290257
19 E ST,38.885017,-121.290262
27 E ST,38.885173,-121.29027
35 E ST,38.885328,-121.290275
43 E ST,38.885483,-121.290277
51 E ST,38.885638,-121.290279
59 E ST,38.885794,-121.290281
75 E ST,38.886104,-121.290285
63 CRYSTALWOOD CIR,38.885093,-121.289932
398 1ST ST,-121.288952
386 1ST ST,38.886528,-121.288869
374 1ST ST,38.886525,-121.288787
116 CRYSTALWOOD WAY,38.886282,-121.289586
108 CRYSTALWOOD WAY,-121.289646
100 CRYSTALWOOD WAY,-121.289706
55 CRYSTALWOOD CIR,38.884865,-121.289922
51 CRYSTALWOOD CIR,38.884752,-121.289907
47 CRYSTALWOOD CIR,38.884638,-121.289893
43 CRYSTALWOOD CIR,38.884568,-121.289784
39 CRYSTALWOOD CIR,38.884546,-121.289562
35 CRYSTALWOOD CIR,38.884645,-121.289397
31 CRYSTALWOOD CIR,38.88479,-121.289392
27 CRYSTALWOOD CIR,38.884985,-121.289399
23 CRYSTALWOOD CIR,38.885181,-121.289406
19 CRYSTALWOOD CIR,38.885376,-121.289414
15 CRYSTALWOOD CIR,38.885571,-121.289421
7 CRYSTALWOOD CIR,38.885962,-121.289436
7 CRYSTALWOOD CIR,-121.289436
3 CRYSTALWOOD CIR,38.886093,-121.289584
8208 WOODYARD WAY,1166,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.314787
113 RINETTI WAY,38.687172,-121.463933
15 LOORZ CT,838,55422,38.471646,-121.435158
5805 DOTMAR WAY,63000,38.672642,-121.380343
2332 CAMBRIDGE ST,1032,38.608085,-121.449651
3812 BELDEN ST,38.636833,-121.44164
3348 40TH ST,38.544162,-121.460652
127 QUASAR CIR,66500,38.493504,-121.475304
3812 CYPRESS ST,900,38.636877,-121.444948
5821 64TH ST,861,75000,38.521202,-121.428146
8248 CENTER PKWY,906,38.459002,-121.428794
1171 SONOMA AVE,1011,38.6238,-121.439872
4250 ARDWELL WAY,1089,95625,38.466938,-121.455631
3104 CLAY ST,832,96140,38.62391,-121.439208
6063 LAND PARK DR,104250,38.517029,-121.513809
4738 OAKHOLLOW DR,1292,105000,38.679598,-121.356035
1401 STERLING ST,108000,38.520319,-121.504727
3715 DIDCOT CIR,1064,109000,38.635232,-121.460098
2426 RASHAWN DR,911,38.610852,-121.273278
4800 WESTLAKE PKWY Unit 410,846,-121.542345
3409 VIRGO ST,115500,38.563402,-121.327747
1110 PINEDALE AVE,115620,38.660173,-121.440216
2361 LA LOMA DR,1115,116000,38.59368,-121.316054
1455 64TH AVE,1169,38.492177,-121.503392
7328 SPRINGMAN ST,1164,122500,38.491991,-121.477636
119 SAINT MARIE CIR,38.481454,-121.446644
12 COSTA BRASE CT,1219,124000,38.655554,-121.464275
6813 SCOTER WAY,1127,38.69043,-121.361035
6548 GRAYLOCK LN,1272,124413,38.686061,-121.369949
1630 GLIDDEN AVE,38.482717,-121.499683
7825 DALEWOODS WAY,38.477297,-121.411513
4073 TRESLER AVE,131750,38.659016,-121.370457
4288 DYMIC WAY,1890,137721,38.646541,-121.441139
1158 SAN IGNACIO WAY,1260,137760,38.623045,-121.486279
4904 J PKWY,1400,138000,38.487297,-121.44295
2931 HOWE AVE,38.619012,-121.415329
5531 JANSEN DR,1060,38.522015,-121.438713
7836 ORCHARD WOODS CIR,1132,38.47955,-121.410867
4055 DEERBROOK DR,1466,38.472117,-121.459589
9937 BURLINE ST,1092,38.559641,-121.32316
6948 MIRADOR WAY,1628,151000,38.493484,-121.42035
4909 RUGER CT,38.68747,-121.349234
7204 KERSTEN ST,1075,155800,38.695863,-121.300814
3150 ROSEMONT DR,1428,156142,38.554927,-121.35521
8200 STEINBECK WAY,1358,38.474854,-121.404726
8198 STEVENSON AVE,2475,159900,38.465271,-121.40426
6824 OLIVE TREE WAY,38.689239,-121.267737
3536 SUN MAIDEN WAY,1711,38.70968,-121.382328
4517 OLYMPIAD WAY,1483,161600,38.536751,-121.359154
925 COBDEN CT,1140,162000,38.282047,-121.295812
8225 SCOTTSDALE DR,1549,38.487864,-121.402476
8758 LEMAS RD,38.467487,-121.377055
6121 ALPINESPRING WAY,38.434075,-121.432623
5937 YORK GLEN WAY,1712,38.677003,-121.354454
6417 SUNNYFIELD WAY,38.449153,-121.428272
4008 GREY LIVERY WAY,1669,168750,38.71846,-121.370862
8920 ROSETTA CIR,1029,38.544374,-121.370874
8300 LICHEN DR,1103,38.71641,-121.306239
8884 AMBERJACK WAY,2161,170250,38.479343,-121.372553
4480 VALLEY HI DR,1650,38.466781,-121.450955
2250 FOREBAY RD,38.77491,-120.597599
3529 FABERGE WAY,1200,176095,38.553275,-121.346218
1792 DAWNELLE WAY,1170,38.68271,-121.501697
7800 TABARE CT,1199,38.70799,-121.302979
8531 HERMITAGE WAY,1695,38.448452,-121.428536
2421 BERRYWOOD DR,1157,38.60868,-121.27849
1005 MORENO WAY,38.646206,-121.442767
1675 VERNON ST Unit 24,-121.299639
24 WINDCHIME CT,1593,38.44617,-121.427824
540 HARLING CT,1093,38.68279,-121.453509
1207 CRESCENDO DR,1770,38.72446,-121.292829
7577 EDDYLEE WAY,185074,38.48291,-121.491509
8369 FOPPIANO WAY,1124,185833,38.453839,-121.357919
8817 SAWTELLE WAY,186785,38.565322,-121.374251
1910 BONAVISTA WAY,187000,38.476048,-121.494961
8 TIDE CT,1328,188335,38.609864,-121.492304
8952 ROCKY CREEK CT,1273,190000,38.431239,-121.44001
435 EXCHANGE ST,38.659434,-121.455236
10105 MONTE VALLO CT,38.573917,-121.316916
3930 ANNABELLE AVE,38.727609,-121.226494
4854 TANGERINE AVE,1386,191250,38.478239,-121.446326
2909 SHAWN WAY,193000,38.589925,-121.299059
4290 BLACKFORD WAY,1513,193500,38.470494,-121.454162
5890 TT TRAK,FORESTHILL,95631,39.020808,-120.821518
7015 WOODSIDE DR,38.693071,-121.332365
6019 CHESHIRE WAY,1736,38.676437,-121.279165
3330 VILLAGE CT,38.690504,-120.996245
2561 VERNA WAY,1473,38.611055,-121.369964
3522 22ND AVE,1150,38.532725,-121.469078
2880 CANDIDO DR,199900,38.618019,-121.510215
6908 PIN OAK CT,38.66424,-121.303675
5733 ANGELINA AVE,38.622634,-121.330846
7849 BONNY DOWNS WAY,2306,204918,38.42139,-121.411339
8716 LONGSPUR WAY,38.724083,-121.3584
6320 EL DORADO ST,1040,38.678758,-120.844118
2328 DOROTHY JUNE WAY,1430,205878,38.641727,-121.412703
1986 DANVERS WAY,38.47723,-121.492568
7901 GAZELLE TRAIL WAY,207744,38.71174,-121.342675
6080 BRIDGECROSS DR,209000,38.681952,-121.505009
20 GROTH CIR,1232,38.640807,-121.533522
1900 DANBROOK DR,210944,38.668433,-121.503471
140 VENTO CT,212500,38.793533,-121.289685
8442 KEUSMAN ST,2329,213750,38.449651,-121.414704
9552 SUNLIGHT LN,38.410561,-121.404327
2733 YUMA CT,38.691215,-120.994949
1407 TIFFANY CIR,1376,38.736392,-121.2664
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,216033,38.688255,-120.810235
1528 HESKET WAY,1566,38.593598,-121.403637
2327 32ND ST,38.557433,-121.47034
1833 2ND AVE,38.556818,-121.490669
7252 CARRIAGE DR,1419,38.698058,-121.294893
9815 PASO FINO WAY,1261,38.404888,-121.443998
5532 ENGLE RD,1637,220702,38.63173,-121.335286
1139 CLINTON RD,221250,38.585291,-121.406824
9176 SAGE GLEN WAY,1338,222000,38.423913,-121.439115
9967 HATHERTON WAY,222500,38.3052,-121.4033
9264 BOULDER RIVER WAY,2254,222750,38.421713,-121.345191
320 GROTH CIR,1441,38.638882,-121.531883
137 GUNNISON AVE,1991,38.650729,-121.466483
8209 RIVALLO WAY,2126,228750,38.459524,-121.3501
8637 PERIWINKLE CIR,1094,229000,38.443184,-121.364388
3425 MEADOW WAY,1462,230095,38.798028,-121.235364
107 JARVIS CIR,2258,38.639891,-121.537603
2319 THORES ST,1074,233000,38.59675,-121.312716
8935 MOUNTAIN HOME CT,2111,233500,38.38751,-121.370276
2566 SERENATA WAY,1686,239000,38.671556,-121.520916
4085 COUNTRY DR,38.706209,-121.369509
9297 TROUT WAY,38.420637,-121.375798
7 ARCHIBALD CT,1962,240971,38.443305,-121.435296
11130 EEL RIVER CT,38.625932,-121.271517
8323 REDBANK WAY,1789,243450,38.455753,-121.349273
16 BRONCO CREEK CT,243500,38.674226,-121.525497
8316 NORTHAM DR,1235,246544,38.720767,-121.376678
4240 WINJE DR,2504,246750,38.70884,-121.359559
3569 SODA WAY,247000,38.631139,-121.501879
5118 ROBANDER ST,38.657267,-121.310352
5976 KYLENCH CT,1367,249000,38.708966,-121.32467
9247 DELAIR WAY,1899,38.422241,-121.458022
9054 DESCENDANT DR,1636,38.428852,-121.415628
3450 WHITNOR CT,1828,38.627698,-121.369698
6288 LONETREE BLVD,38.804993,-121.293609
9355 MATADOR WAY,1438,252000,38.555633,-121.350691
8671 SUMMER SUN WAY,38.442845,-121.373272
1890 GENEVA PL,38.599449,-121.400305
1813 AVENIDA MARTINA,1506,38.776649,-121.339589
191 BARNHART CIR,2605,257200,38.675594,-121.515878
6221 GREEN TOP WAY,1196,38.679409,-121.219107
2298 PRIMROSE LN,1621,38.89918,-121.322514
5635 LOS PUEBLOS WAY,1811,38.679191,-121.537622
10165 LOFTON WAY,1540,266510,38.387708,-121.436522
1251 GREEN RAVINE DR,267750,38.88156,-121.301343
6001 SHOO FLY RD,38.813546,-120.809254
3040 PARKHAM DR,271000,38.770835,-121.366996
2674 TAM O SHANTER DR,272700,38.695801,-121.079216
6007 MARYBELLE LN,SHINGLE SPRINGS,Unkown,38.64347,-120.888183
9949 NESTLING CIR,1543,38.397455,-121.468391
2915 HOLDREGE WAY,276000,38.663728,-121.525833
2678 BRIARTON DR,276500,38.844116,-121.274806
294 SPARROW DR,2214,278000,38.258976,-121.321266
2987 DIORITE WAY,2280,279000,38.667332,-121.528276
6326 APPIAN WAY,1443,38.66266,-121.316858
6905 COBALT WAY,1582,38.691393,-121.305215
8986 HAFLINGER WAY,38.397923,-121.450219
2916 BABSON DR,1735,288000,38.417191,-121.473897
10133 NEBBIOLO CT,2096,38.391085,-121.347231
1103 COMMONS DR,1720,290000,38.567865,-121.410699
4636 TEAL BAY CT,2160,38.704554,-121.354753
1524 YOUNGS AVE,1382,293996,38.644927,-121.43054
865 CONRAD CT,38.729993,-120.802458
8463 TERRACOTTA CT,1721,294173,38.450548,-121.363002
5747 KING RD,38.825096,-121.198432
8253 KEEGAN WAY,38.446286,-121.400817
9204 TROUT WAY,1982,38.422221,-121.375799
1828 2ND AVE,38.556844,-121.490769
1113 COMMONS DR,1623,38.567795,-121.410703
2341 BIG STRIKE TRL,COOL,95614,38.905927,-120.975169
9452 RED SPRUCE WAY,2555,38.404505,-121.346938
5776 TERRACE DR,1577,300567,38.800539,-121.260979
5908 MCLEAN DR,2592,303000,38.38912,-121.434389
8215 PEREGRINE WAY,38.715493,-121.26293
1104 HILLSDALE LN,306000,38.865017,-121.32302
2949 PANAMA AVE,1502,310000,38.618369,-121.326187
1356 HARTLEY WAY,1327,38.651617,-121.131674
633 HANISCH DR,38.76349,-121.275881
63 ANGEL ISLAND CIR,311518,38.490408,-121.547664
1571 WILD OAK LN,2457,312000,38.844144,-121.274174
5222 COPPER SUNSET WAY,313000,38.529181,-121.224755
5601 SPINDRIFT LN,2004,38.668289,-121.192316
652 FIFTEEN MILE DR,2212,38.775872,-121.298864
7921 DOE TRAIL WAY,38.711927,-121.343608
4204 LUSK DR,38.606569,-121.368424
5321 DELTA DR,38.815493,-121.262908
5608 ROSEDALE WAY,1276,38.525115,-121.518689
3372 BERETANIA WAY,2962,322000,38.64977,-121.53448
2422 STEFANIE DR,1888,38.82273,-121.26424
3232 PARKHAM DR,325500,38.772821,-121.364821
448 ELMWOOD CT,326951,38.771917,-121.304439
1214 DAWNWOOD DR,1548,328370,38.290119,-121.286023
1440 EMERALD LN,38.861864,-121.267478
3349 CORVINA DR,38.580545,-121.279016
10254 JULIANA WAY,331200,38.56803,-121.309966
149 OPUS CIR,332000,38.6354,-121.53499
580 REGENCY PARK CIR,38.674864,-121.4958
5544 CAMAS CT,335000,38.667703,-121.209456
5102 ARCHCREST WAY,341000,38.66841,-121.494639
5725 BALFOR RD,2606,346375,38.807816,-121.270008
7697 ROSEHALL DR,347225,38.79218,-121.28595
4821 HUTSON WAY,2877,349000,38.386239,-121.448159
4509 WINJE DR,2960,38.709513,-121.359357
1965 LAURELHURST LN,38.853869,-121.271742
6709 ROSE BRIDGE DR,2172,38.792461,-121.275711
281 SPYGLASS HL,2100,38.762153,-121.283451
7709 RIVER VILLAGE DR,1795,38.483212,-121.54019
4165 BRISBANE CIR,356200,38.686067,-121.073413
506 BEDFORD CT,38.733985,-121.236766
9048 PINTO CANYON WAY,2577,367463,38.792493,-121.331899
2274 IVY BRIDGE DR,38.778561,-121.362008
14004 WALNUT AVE,WALNUT GROVE,95690,1727,38.247659,-121.515129
6905 FRANKFORT CT,1485,380578,38.429139,-121.423444
3621 WINTUN DR,1655,386222,38.629929,-121.323086
201 KIRKLAND CT,389000,38.867125,-121.319085
12075 APPLESBURY CT,390000,38.5357,-121.2249
1975 SIDESADDLE WAY,2049,395500,38.737872,-121.249025
5420 ALMOND FALLS WAY,396000,38.527384,-121.233531
9677 PILLITERI CT,2875,397000,38.405571,-121.445186
1515 EL CAMINO VERDE DR,38.904869,-121.32075
556 PLATT CIR,2199,38.656299,-121.079783
1792 DIAMOND WOODS CIR,412500,38.808581,-121.32785
1124 PERKINS WAY,413500,38.551611,-121.504437
4748 SALEM WAY,2334,38.634111,-121.353376
1484 RADCLIFFE WAY,2278,420454,38.935579,-121.079018
51 AIKEN WAY,1493,38.579326,-121.44252
2818 KNOLLWOOD DR,38.669805,-120.999007
1536 STONEY CROSS LN,38.860007,-121.310946
509 CASTILLIAN CT,438000,38.804773,-121.341195
700 HUNTER PL,2787,441000,38.66051,-121.163689
1240 FAY CIR,2824,38.506371,-121.514456
1113 SANDWICK WAY,3261,446000,38.673882,-121.105077
3108 DELWOOD WAY,2053,38.621566,-121.370882
3212 CORNICHE LN,2379,455000,38.750577,-121.232768
2159 BECKETT DR,38.680092,-121.036467
4320 FOUR SEASONS RD,38.690867,-120.693641
6401 MARSHALL RD,GARDEN VALLEY,95633,490000,38.84255,-120.8754
2089 BECKETT DR,493000,38.681778,-121.035838
6196 EDGEHILL DR,508000,38.676131,-121.038931
200 HILLSFORD CT,511000,38.780051,-121.378718
8217 PLUMERIA AVE,3173,525000,38.650735,-121.258628
4841 VILLAGE GREEN DR,533000,38.664066,-121.056735
3863 LAS PASAS WAY,1348,545000,38.588936,-121.373606
820 DANA CT,38.865246,-121.094869
1165 37TH ST,1252,575000,38.568438,-121.457854
203 CASCADE FALLS DR,3229,38.703962,-121.1871
9880 IZILDA CT,3863,598695,38.45326,-121.32573
1800 AVONDALE DR,38.798448,-121.344054
4620 BROMWICH CT,38.772672,-121.220232
620 KESWICK CT,2356,38.732096,-121.219142
4478 GREENBRAE RD,38.781134,-121.222801
8432 BRIGGS DR,3579,610000,38.78861,-121.339495
200 CRADLE MOUNTAIN CT,622500,38.6478,-121.0309
2065 IMPRESSIONIST WAY,38.682961,-121.033253
2982 ABERDEEN LN,879000,38.706692,-121.058869
9401 BARREL RACER CT,4400,884790,38.415298,-121.194858
3720 VISTA DE MADERA,1551,38.851645,-121.231742
14151 INDIO DR,SLOUGHHOUSE,5822,2000,38.490447,-121.129337
7401 TOULON LN,1512,Thu May 15 00:00:00 EDT 2008,56950,38.488628,-121.387759
9127 NEWHALL DR Unit 34,611,60000,38.542419,-121.359904
5937 BAMFORD DR,876,61000,38.471139,-121.432255
5672 HILLSDALE BLVD,933,62000,38.670467,-121.359799
3920 39TH ST,864,68566,38.539213,-121.46393
701 JESSIE AVE,38.643978,-121.449562
83 ARCADE BLVD,1158,38.618716,-121.466327
601 REGGINALD WAY,85500,38.64472,-121.452228
550 DEL VERDE CIR,956,38.627147,-121.500799
4113 DAYSTAR CT,93600,38.520469,-121.458606
7374 TISDALE WAY,38.488238,-121.472561
3348 RIO LINDA BLVD,38.628842,-121.446127
3935 LIMESTONE WAY,104000,38.484374,-121.463157
6208 GRATTAN WAY,38.679279,-121.376615
739 E WOODSIDE LN Unit E,682,107666,38.578675,-121.409951
4225 46TH AVE,1161,38.511893,-121.457676
1434 BELL AVE,1004,110000,38.647398,-121.432914
5628 GEORGIA DR,1229,38.669587,-121.379879
7629 BETH ST,1249,38.480126,-121.487869
2277 BABETTE WAY,38.479593,-121.48434
6561 WEATHERFORD WAY,1010,38.465551,-121.42661
3035 ESTEPA DR Unit 5C,119000,38.681393,-120.996713
5136 CABOT CIR,38.528479,-121.411806
7730 ROBINETTE RD,38.47709,-121.410569
87 LACAM CIR,123675,38.532359,-121.41167
1691 NOGALES ST,1570,126854,38.631925,-121.427775
3118 42ND ST,127059,38.546091,-121.457745
7517 50TH AVE,962,128687,38.507339,-121.416267
4071 EVALITA WAY,129500,38.466388,-121.458861
7928 36TH AVE,38.52049,-121.411383
6631 DEMARET DR,1309,38.506382,-121.483574
7043 9TH AVE,38.695589,-121.444133
97 KENNELFORD CIR,38.462376,-121.426556
2636 TRONERO WAY,38.593049,-121.30304
1530 TOPANGA LN Unit 204,38.88415,-121.270277
3604 KODIAK WAY,1206,142000,38.706175,-121.379776
2149 COTTAGE WAY,1285,143012,38.603593,-121.417011
8632 PRAIRIEWOODS DR,145846,38.477563,-121.384382
612 STONE BLVD,WEST SACRAMENTO,95691,884,38.563084,-121.535579
4180 12TH AVE,1019,38.54117,-121.458129
8025 ARROYO VISTA DR,38.46654,-121.419029
5754 WALERGA RD Unit 4,150454,38.672567,-121.356754
8 LA ROCAS CT,1217,151087,38.46616,-121.448283
8636 LONGSPUR WAY,1670,157296,38.725873,-121.35856
1941 EXPEDITION WAY,157500,38.473775,-121.493777
4351 TURNBRIDGE DR,1488,38.502034,-121.456027
6513 HOLIDAY WAY,1373,38.685361,-121.376938
8321 MISTLETOE WAY,1381,38.717738,-121.308322
5920 VALLEY GLEN WAY,38.462821,-121.433135
2601 SAN FERNANDO WAY,881,38.556178,-121.476256
501 POPLAR AVE,38.584526,-121.534609
8008 SAINT HELENA CT,1608,165750,38.467012,-121.359969
6517 DONEGAL DR,1344,166000,38.681554,-121.312934
1001 RIO NORTE WAY,38.634292,-121.485106
604 P ST,38.893168,-121.305398
10001 WOODCREEK OAKS BLVD Unit 815,-121.328819
7351 GIGI PL,1859,38.490606,-121.410173
7740 DIXIE LOU ST,38.475853,-121.477039
7342 DAVE ST,170725,38.490822,-121.401643
7687 HOWERTON DR,171750,38.480859,-121.539745
26 KAMSON CT,172000,38.622794,-121.499173
7045 PEEVEY CT,173056,38.502254,-121.451444
8916 GABLES MILL PL,1340,38.433919,-121.422347
1140 EDMONTON DR,38.62457,-121.486913
8879 APPLE PEAR CT,176850,38.44574,-121.3725
9 WIND CT,1497,179500,38.45073,-121.427528
8570 SHERATON DR,38.667254,-121.240708
1550 TOPANGA LN Unit 207,188000,38.88417,-121.270222
1080 RIO NORTE WAY,188700,38.634335,-121.486098
5501 VALLETTA WAY,38.530144,-121.43749
5624 MEMORY LN,1529,38.66745,-121.2364
6622 WILLOWLEAF DR,1892,189836,38.699714,-121.311635
27 MEGAN CT,1887,38.649258,-121.465308
6601 WOODMORE OAKS DR,1294,38.687006,-121.254319
1973 DANVERS WAY,191675,38.477568,-121.492574
8001 ARROYO VISTA DR,1677,195500,38.46734,-121.419843
7409 VOYAGER WAY,1073,38.700717,-121.3133
815 CROSSWIND DR,1231,38.651386,-121.45042
5509 LAGUNA CREST WAY,1175,38.42442,-121.440357
8424 MERRY HILL WAY,38.452075,-121.366461
1525 PENNSYLVANIA AVE,200100,38.569943,-121.527539
5954 BRIDGECROSS DR,201528,38.68197,-121.500025
8789 SEQUOIA WOOD CT,1609,204750,38.438818,-121.37443
6600 SILVERTHORNE CIR,1968,38.68607,-121.342369
2221 2ND AVE,38.555781,-121.485331
3230 SMATHERS WAY,1296,205900,38.623372,-121.347665
5209 LAGUNA CREST WAY,1189,38.424421,-121.443915
416 LEITCH AVE,207973,38.612694,-121.456669
2100 BEATTY WAY,1371,208250,38.737882,-121.308142
6920 GILLINGHAM WAY,208318,38.694279,-121.373395
82 WILDFLOWER DR,1262,209347,38.259708,-121.311616
8652 BANTON CIR,38.444,-121.370993
8428 MISTY PASS WAY,1517,38.722959,-121.347115
7958 ROSEVIEW WAY,213000,38.467836,-121.410366
9020 LUKEN CT,216000,38.451398,-121.366614
7809 VALLECITOS WAY,216021,38.508217,-121.411207
8445 OLD AUBURN RD,1882,219000,38.715423,-121.246743
10085 ATKINS DR,219794,38.390893,-121.437821
9185 CERROLINDA CIR,38.424497,-121.426595
9197 CORTINA CIR,38.793152,-121.290025
5429 HESPER WAY,1319,38.665104,-121.315901
1178 WARMWOOD CT,38.289544,-121.284607
4900 ELUDE CT,223000,38.69674,-121.350519
3557 SODA WAY,224000,38.631026,-121.501879
3528 SAINT GEORGE DR,38.629468,-121.376445
7381 WASHBURN WAY,224252,38.70355,-121.375103
2181 WINTERHAVEN CIR,224500,38.69757,-120.995739
7540 HICKORY AVE,38.703056,-121.235221
5024 CHAMBERLIN CIR,38.389756,-121.446246
2400 INVERNESS DR,229027,38.897814,-121.324691
5 BISHOPGATE CT,229500,38.467936,-121.445477
5601 REXLEIGH DR,38.445342,-121.441504
1909 YARNELL WAY,38.417382,-121.484325
9169 GARLINGTON CT,232425,38.457679,-121.35962
6932 RUSKUT WAY,38.499893,-121.45889
7933 DAFFODIL WAY,38.708824,-121.256803
8304 RED FOX WAY,235301,38.417,-121.397424
3882 YELLOWSTONE LN,235738,38.655245,-121.075915


